# rank, time, memory kiB
7, 1.53567440158887410e+09, 126640
7, 1.53567440208906603e+09, 126640
7, 1.53567440258925200e+09, 126640
7, 1.53567440308944297e+09, 126640
7, 1.53567440358963704e+09, 144412
7, 1.53567440408986807e+09, 162764
7, 1.53567440459011006e+09, 181512
7, 1.53567440509034300e+09, 182356
7, 1.53567440559057903e+09, 182356
7, 1.53567440609076405e+09, 182356
7, 1.53567440659097505e+09, 182356
7, 1.53567440709115791e+09, 182356
7, 1.53567440759136295e+09, 182356
7, 1.53567440809154606e+09, 182356
7, 1.53567440859175205e+09, 182356
7, 1.53567440909199810e+09, 182032
7, 1.53567440959225607e+09, 186780
7, 1.53567441009250212e+09, 186780
7, 1.53567441059270000e+09, 186780
7, 1.53567441109290504e+09, 186780
7, 1.53567441159309506e+09, 186780
7, 1.53567441209330392e+09, 186780
7, 1.53567441259348798e+09, 186780
7, 1.53567441309370208e+09, 186780
7, 1.53567441359389400e+09, 186780
7, 1.53567441409412289e+09, 186780
7, 1.53567441459436893e+09, 186780
7, 1.53567441509455204e+09, 186780
7, 1.53567441559475589e+09, 186780
7, 1.53567441609493494e+09, 186780
7, 1.53567441659515810e+09, 186780
7, 1.53567441709533906e+09, 186780
7, 1.53567441759554100e+09, 186780
7, 1.53567441809572911e+09, 186780
7, 1.53567441859601092e+09, 187044
7, 1.53567441909627008e+09, 187044
7, 1.53567441959646797e+09, 187044
7, 1.53567442009667897e+09, 187044
7, 1.53567442059686804e+09, 187044
7, 1.53567442109707594e+09, 187044
7, 1.53567442159726000e+09, 187044
7, 1.53567442209746599e+09, 187044
7, 1.53567442259766197e+09, 187044
7, 1.53567442309789491e+09, 187044
7, 1.53567442359811711e+09, 187044
7, 1.53567442409833193e+09, 187044
7, 1.53567442459852290e+09, 187044
7, 1.53567442509873390e+09, 187044
7, 1.53567442559892392e+09, 187044
7, 1.53567442609912992e+09, 187044
7, 1.53567442659933496e+09, 187044
7, 1.53567442709955001e+09, 187044
7, 1.53567442759978008e+09, 187308
7, 1.53567442810004401e+09, 187308
7, 1.53567442860025001e+09, 187308
7, 1.53567442910043406e+09, 187308
7, 1.53567442960063791e+09, 187308
7, 1.53567443010082006e+09, 187308
7, 1.53567443060102797e+09, 187308
7, 1.53567443110120893e+09, 187308
7, 1.53567443160141706e+09, 187308
7, 1.53567443210166192e+09, 187308
7, 1.53567443260190105e+09, 187308
7, 1.53567443310211706e+09, 187308
7, 1.53567443360230899e+09, 187308
7, 1.53567443410251594e+09, 187308
7, 1.53567443460270095e+09, 187308
7, 1.53567443510290504e+09, 187308
7, 1.53567443560309005e+09, 187308
7, 1.53567443610329199e+09, 187308
7, 1.53567443660348296e+09, 187308
7, 1.53567443710376000e+09, 187308
7, 1.53567443760399199e+09, 187308
7, 1.53567443810422897e+09, 187308
7, 1.53567443860445404e+09, 187308
7, 1.53567443910465288e+09, 187308
7, 1.53567443960486197e+09, 187308
7, 1.53567444010504389e+09, 187308
7, 1.53567444060524988e+09, 187308
7, 1.53567444110543108e+09, 187308
7, 1.53567444160564089e+09, 187308
7, 1.53567444210587502e+09, 187572
7, 1.53567444260611391e+09, 187572
7, 1.53567444310631299e+09, 187572
7, 1.53567444360652304e+09, 187572
7, 1.53567444410671902e+09, 187572
7, 1.53567444460692000e+09, 187572
7, 1.53567444510710192e+09, 187572
7, 1.53567444560730791e+09, 187572
7, 1.53567444610749888e+09, 187572
7, 1.53567444660774708e+09, 176104
8, 1.53567439557238412e+09, 45156
8, 1.53567439608678508e+09, 45180
8, 1.53567439658697605e+09, 45180
8, 1.53567439708715701e+09, 45180
8, 1.53567439758733201e+09, 45180
8, 1.53567439808751106e+09, 45180
8, 1.53567439858768511e+09, 45180
8, 1.53567439908786297e+09, 45180
8, 1.53567439958804393e+09, 72404
8, 1.53567440008827209e+09, 93676
8, 1.53567440058847809e+09, 126652
8, 1.53567440108869004e+09, 126652
8, 1.53567440158887196e+09, 126652
8, 1.53567440208905697e+09, 126652
8, 1.53567440258924103e+09, 126652
8, 1.53567440308942199e+09, 126652
8, 1.53567440358960509e+09, 144428
8, 1.53567440408985496e+09, 162572
8, 1.53567440459010005e+09, 181756
8, 1.53567440509033895e+09, 182396
8, 1.53567440559055495e+09, 182396
8, 1.53567440609074211e+09, 182396
8, 1.53567440659092307e+09, 182396
8, 1.53567440709110999e+09, 182396
8, 1.53567440759128809e+09, 182396
8, 1.53567440809146905e+09, 182396
8, 1.53567440859165192e+09, 182396
8, 1.53567440909191990e+09, 182068
8, 1.53567440959219503e+09, 186816
8, 1.53567441009242010e+09, 186816
8, 1.53567441059260702e+09, 186816
8, 1.53567441109279299e+09, 186816
8, 1.53567441159297109e+09, 186816
8, 1.53567441209315801e+09, 186816
8, 1.53567441259333897e+09, 186816
8, 1.53567441309352112e+09, 186816
8, 1.53567441359370708e+09, 186816
8, 1.53567441409399009e+09, 186816
8, 1.53567441459420395e+09, 186816
8, 1.53567441509439993e+09, 186816
8, 1.53567441559458494e+09, 186816
8, 1.53567441609476900e+09, 186816
8, 1.53567441659494805e+09, 186816
8, 1.53567441709513402e+09, 186816
8, 1.53567441759531093e+09, 186816
8, 1.53567441809551096e+09, 186816
8, 1.53567441859580588e+09, 187080
8, 1.53567441909602499e+09, 187080
8, 1.53567441959620905e+09, 187080
8, 1.53567442009639311e+09, 187080
8, 1.53567442059657192e+09, 187080
8, 1.53567442109675503e+09, 187080
8, 1.53567442159693408e+09, 187080
8, 1.53567442209711695e+09, 187080
8, 1.53567442259730792e+09, 187080
8, 1.53567442309759307e+09, 187080
8, 1.53567442359780908e+09, 187080
8, 1.53567442409800196e+09, 187080
8, 1.53567442459821391e+09, 187080
8, 1.53567442509841394e+09, 187080
8, 1.53567442559859300e+09, 187080
8, 1.53567442609877205e+09, 187080
8, 1.53567442659897709e+09, 187080
8, 1.53567442709916902e+09, 187080
8, 1.53567442759944105e+09, 187344
8, 1.53567442809966493e+09, 187344
8, 1.53567442859985304e+09, 187344
8, 1.53567442910003805e+09, 187344
8, 1.53567442960021591e+09, 187344
8, 1.53567443010039306e+09, 187344
8, 1.53567443060057306e+09, 187344
8, 1.53567443110075808e+09, 187344
8, 1.53567443160095596e+09, 187344
8, 1.53567443210122895e+09, 187344
8, 1.53567443260147691e+09, 187344
8, 1.53567443310168791e+09, 187344
8, 1.53567443360187006e+09, 187344
8, 1.53567443410206008e+09, 187344
8, 1.53567443460224295e+09, 187344
8, 1.53567443510243511e+09, 187344
8, 1.53567443560261512e+09, 187344
8, 1.53567443610280490e+09, 187344
8, 1.53567443660301089e+09, 187344
8, 1.53567443710327601e+09, 187344
8, 1.53567443760352492e+09, 187608
8, 1.53567443810374999e+09, 187608
8, 1.53567443860394406e+09, 187608
8, 1.53567443910413289e+09, 187608
8, 1.53567443960433602e+09, 187608
8, 1.53567444010452294e+09, 187608
8, 1.53567444060472202e+09, 187608
8, 1.53567444110491300e+09, 187608
8, 1.53567444160512304e+09, 187608
8, 1.53567444210535002e+09, 187608
8, 1.53567444260557604e+09, 187608
8, 1.53567444310575891e+09, 187608
8, 1.53567444360594702e+09, 187608
8, 1.53567444410615396e+09, 187608
8, 1.53567444460635996e+09, 187608
8, 1.53567444510654092e+09, 187608
8, 1.53567444560672808e+09, 187608
8, 1.53567444610692000e+09, 187608
8, 1.53567444660715199e+09, 181876
9, 1.53567439557236409e+09, 45164
9, 1.53567439608675599e+09, 45188
9, 1.53567439658696008e+09, 45188
9, 1.53567439708713698e+09, 45188
9, 1.53567439758733511e+09, 45188
9, 1.53567439808751011e+09, 45188
9, 1.53567439858770895e+09, 45188
9, 1.53567439908788395e+09, 45188
9, 1.53567439958808899e+09, 72300
9, 1.53567440008830094e+09, 93548
9, 1.53567440058852601e+09, 126584
9, 1.53567440108872604e+09, 126584
9, 1.53567440158892894e+09, 126584
9, 1.53567440208911204e+09, 126584
9, 1.53567440258931303e+09, 126584
9, 1.53567440308949399e+09, 126584
9, 1.53567440358970594e+09, 144328
9, 1.53567440408992004e+09, 162712
9, 1.53567440459016490e+09, 181548
9, 1.53567440509039807e+09, 182288
9, 1.53567440559062505e+09, 182288
9, 1.53567440609080696e+09, 182288
9, 1.53567440659102798e+09, 182288
9, 1.53567440709120989e+09, 182288
9, 1.53567440759141707e+09, 182288
9, 1.53567440809159803e+09, 182288
9, 1.53567440859180689e+09, 182288
9, 1.53567440909202695e+09, 181972
9, 1.53567440959225607e+09, 186720
9, 1.53567441009247494e+09, 186720
9, 1.53567441059268904e+09, 186720
9, 1.53567441109286809e+09, 186720
9, 1.53567441159307599e+09, 186720
9, 1.53567441209325695e+09, 186720
9, 1.53567441259345698e+09, 186720
9, 1.53567441309363890e+09, 186720
9, 1.53567441359384799e+09, 186720
9, 1.53567441409411097e+09, 186720
9, 1.53567441459436989e+09, 186720
9, 1.53567441509455204e+09, 186720
9, 1.53567441559475708e+09, 186720
9, 1.53567441609493589e+09, 186720
9, 1.53567441659515810e+09, 186720
9, 1.53567441709533906e+09, 186720
9, 1.53567441759554005e+09, 186720
9, 1.53567441809572792e+09, 186720
9, 1.53567441859601092e+09, 186984
9, 1.53567441909626889e+09, 186984
9, 1.53567441959646392e+09, 186984
9, 1.53567442009667110e+09, 186984
9, 1.53567442059685898e+09, 186984
9, 1.53567442109706712e+09, 186984
9, 1.53567442159724998e+09, 186984
9, 1.53567442209744906e+09, 186984
9, 1.53567442259764504e+09, 186984
9, 1.53567442309787798e+09, 186984
9, 1.53567442359811711e+09, 186984
9, 1.53567442409833097e+09, 186984
9, 1.53567442459852099e+09, 186984
9, 1.53567442509873104e+09, 186984
9, 1.53567442559892106e+09, 186984
9, 1.53567442609912491e+09, 186984
9, 1.53567442659933209e+09, 186984
9, 1.53567442709954596e+09, 186984
9, 1.53567442759978008e+09, 186984
9, 1.53567442810004306e+09, 186984
9, 1.53567442860023308e+09, 186984
9, 1.53567442910044289e+09, 186984
9, 1.53567442960063100e+09, 186984
9, 1.53567443010084009e+09, 186984
9, 1.53567443060102701e+09, 186984
9, 1.53567443110123301e+09, 186984
9, 1.53567443160142708e+09, 186984
9, 1.53567443210166192e+09, 187248
9, 1.53567443260190606e+09, 187248
9, 1.53567443310212111e+09, 187248
9, 1.53567443360232592e+09, 187248
9, 1.53567443410250401e+09, 187248
9, 1.53567443460270810e+09, 187248
9, 1.53567443510288501e+09, 187248
9, 1.53567443560309410e+09, 187248
9, 1.53567443610327291e+09, 187248
9, 1.53567443660348105e+09, 187248
9, 1.53567443710373306e+09, 187248
9, 1.53567443760399008e+09, 187248
9, 1.53567443810420609e+09, 187248
9, 1.53567443860443306e+09, 187248
9, 1.53567443910463095e+09, 187248
9, 1.53567443960483909e+09, 187248
9, 1.53567444010502005e+09, 187248
9, 1.53567444060522604e+09, 187248
9, 1.53567444110540700e+09, 187248
9, 1.53567444160561895e+09, 187248
9, 1.53567444210586405e+09, 187512
9, 1.53567444260611391e+09, 187512
9, 1.53567444310631394e+09, 187512
9, 1.53567444360651994e+09, 187512
9, 1.53567444410671592e+09, 187512
9, 1.53567444460691309e+09, 187512
9, 1.53567444510709405e+09, 187512
9, 1.53567444560729790e+09, 187512
9, 1.53567444610748696e+09, 187512
9, 1.53567444660774708e+09, 176052
10, 1.53567439557236004e+09, 45124
10, 1.53567439608673501e+09, 45148
10, 1.53567439658692789e+09, 45148
10, 1.53567439708711410e+09, 45148
10, 1.53567439758731604e+09, 45148
10, 1.53567439808750105e+09, 45148
10, 1.53567439858769989e+09, 45148
10, 1.53567439908788300e+09, 45148
10, 1.53567439958805990e+09, 72352
10, 1.53567440008826494e+09, 93100
10, 1.53567440058848500e+09, 126584
10, 1.53567440108869004e+09, 126584
10, 1.53567440158889198e+09, 126584
10, 1.53567440208907390e+09, 126584
10, 1.53567440258928394e+09, 126584
10, 1.53567440308946490e+09, 126584
10, 1.53567440358964396e+09, 144392
10, 1.53567440408986211e+09, 162512
10, 1.53567440459012389e+09, 181648
10, 1.53567440509035492e+09, 182312
10, 1.53567440559058809e+09, 182312
10, 1.53567440609077191e+09, 182312
10, 1.53567440659097409e+09, 182312
10, 1.53567440709116912e+09, 182312
10, 1.53567440759136796e+09, 182312
10, 1.53567440809154606e+09, 182312
10, 1.53567440859174991e+09, 182312
10, 1.53567440909196901e+09, 181988
10, 1.53567440959220910e+09, 186736
10, 1.53567441009241891e+09, 186736
10, 1.53567441059262109e+09, 186736
10, 1.53567441109280109e+09, 186736
10, 1.53567441159299207e+09, 186736
10, 1.53567441209317303e+09, 186736
10, 1.53567441259337091e+09, 186736
10, 1.53567441309354806e+09, 186736
10, 1.53567441359374595e+09, 186736
10, 1.53567441409399009e+09, 186736
10, 1.53567441459421897e+09, 186736
10, 1.53567441509440494e+09, 186736
10, 1.53567441559459710e+09, 186736
10, 1.53567441609477496e+09, 186736
10, 1.53567441659497690e+09, 186736
10, 1.53567441709515691e+09, 186736
10, 1.53567441759535694e+09, 186736
10, 1.53567441809553909e+09, 186736
10, 1.53567441859580493e+09, 187000
10, 1.53567441909602094e+09, 187000
10, 1.53567441959621811e+09, 187000
10, 1.53567442009639692e+09, 187000
10, 1.53567442059658694e+09, 187000
10, 1.53567442109676504e+09, 187000
10, 1.53567442159695792e+09, 187000
10, 1.53567442209713411e+09, 187000
10, 1.53567442259734797e+09, 187000
10, 1.53567442309759307e+09, 187000
10, 1.53567442359782505e+09, 187000
10, 1.53567442409800911e+09, 187000
10, 1.53567442459822989e+09, 187000
10, 1.53567442509841204e+09, 187000
10, 1.53567442559860492e+09, 187000
10, 1.53567442609878302e+09, 187000
10, 1.53567442659898710e+09, 187000
10, 1.53567442709916902e+09, 187000
10, 1.53567442759943891e+09, 187264
10, 1.53567442809965992e+09, 187264
10, 1.53567442859986401e+09, 187264
10, 1.53567442910004306e+09, 187264
10, 1.53567442960023689e+09, 187264
10, 1.53567443010041189e+09, 187264
10, 1.53567443060060501e+09, 187264
10, 1.53567443110078096e+09, 187264
10, 1.53567443160098505e+09, 187264
10, 1.53567443210122299e+09, 187264
10, 1.53567443260150504e+09, 187264
10, 1.53567443310168791e+09, 187264
10, 1.53567443360188389e+09, 187264
10, 1.53567443410206103e+09, 187264
10, 1.53567443460224390e+09, 187264
10, 1.53567443510242796e+09, 187264
10, 1.53567443560262394e+09, 187264
10, 1.53567443610280395e+09, 187264
10, 1.53567443660301709e+09, 187264
10, 1.53567443710326505e+09, 187264
10, 1.53567443760353994e+09, 187264
10, 1.53567443810374498e+09, 187264
10, 1.53567443860394311e+09, 187264
10, 1.53567443910412097e+09, 187264
10, 1.53567443960431910e+09, 187264
10, 1.53567444010449600e+09, 187264
10, 1.53567444060468793e+09, 187264
10, 1.53567444110486889e+09, 187264
10, 1.53567444160507393e+09, 187264
10, 1.53567444210530090e+09, 187528
10, 1.53567444260552001e+09, 187528
10, 1.53567444310570908e+09, 187528
10, 1.53567444360590100e+09, 187528
10, 1.53567444410607791e+09, 187528
10, 1.53567444460627508e+09, 187528
10, 1.53567444510645604e+09, 187528
10, 1.53567444560665107e+09, 187528
10, 1.53567444610683894e+09, 187528
10, 1.53567444660707998e+09, 176092
11, 1.53567439557237792e+09, 45232
11, 1.53567439608672094e+09, 45256
11, 1.53567439658691192e+09, 45256
11, 1.53567439708709693e+09, 45256
11, 1.53567439758728194e+09, 45256
11, 1.53567439808746505e+09, 45256
11, 1.53567439858764791e+09, 45256
11, 1.53567439908783007e+09, 45256
11, 1.53567439958801103e+09, 72384
11, 1.53567440008824801e+09, 93124
11, 1.53567440058846903e+09, 126688
11, 1.53567440108868504e+09, 126688
11, 1.53567440158887410e+09, 126688
11, 1.53567440208906603e+09, 126688
11, 1.53567440258925390e+09, 126688
11, 1.53567440308944392e+09, 126688
11, 1.53567440358963895e+09, 144404
11, 1.53567440408986592e+09, 162812
11, 1.53567440459011006e+09, 181804
11, 1.53567440509034300e+09, 182400
11, 1.53567440559056711e+09, 182400
11, 1.53567440609076095e+09, 182400
11, 1.53567440659097290e+09, 182400
11, 1.53567440709117007e+09, 182400
11, 1.53567440759136105e+09, 182400
11, 1.53567440809155107e+09, 182400
11, 1.53567440859174895e+09, 182400
11, 1.53567440909200597e+09, 182076
11, 1.53567440959225607e+09, 186824
11, 1.53567441009250093e+09, 186824
11, 1.53567441059269905e+09, 186824
11, 1.53567441109290600e+09, 186824
11, 1.53567441159311390e+09, 186824
11, 1.53567441209329700e+09, 186824
11, 1.53567441259349799e+09, 186824
11, 1.53567441309367990e+09, 186824
11, 1.53567441359390211e+09, 186824
11, 1.53567441409413004e+09, 186824
11, 1.53567441459435606e+09, 186824
11, 1.53567441509456301e+09, 186824
11, 1.53567441559475088e+09, 186824
11, 1.53567441609495711e+09, 186824
11, 1.53567441659516096e+09, 186824
11, 1.53567441709536695e+09, 186824
11, 1.53567441759555197e+09, 186824
11, 1.53567441809576797e+09, 186824
11, 1.53567441859602594e+09, 187088
11, 1.53567441909626794e+09, 187088
11, 1.53567441959646297e+09, 187088
11, 1.53567442009666991e+09, 187088
11, 1.53567442059685206e+09, 187088
11, 1.53567442109706092e+09, 187088
11, 1.53567442159724903e+09, 187088
11, 1.53567442209745097e+09, 187088
11, 1.53567442259764910e+09, 187088
11, 1.53567442309788108e+09, 187088
11, 1.53567442359813094e+09, 187088
11, 1.53567442409831691e+09, 187088
11, 1.53567442459852099e+09, 187088
11, 1.53567442509870791e+09, 187088
11, 1.53567442559891510e+09, 187088
11, 1.53567442609910107e+09, 187088
11, 1.53567442659931898e+09, 187088
11, 1.53567442709950995e+09, 187088
11, 1.53567442759978008e+09, 187088
11, 1.53567442810001898e+09, 187088
11, 1.53567442860022497e+09, 187088
11, 1.53567442910040998e+09, 187088
11, 1.53567442960061693e+09, 187088
11, 1.53567443010079908e+09, 187088
11, 1.53567443060100794e+09, 187088
11, 1.53567443110119104e+09, 187088
11, 1.53567443160140395e+09, 187088
11, 1.53567443210166192e+09, 187352
11, 1.53567443260190201e+09, 187352
11, 1.53567443310211706e+09, 187352
11, 1.53567443360230899e+09, 187352
11, 1.53567443410251498e+09, 187352
11, 1.53567443460270190e+09, 187352
11, 1.53567443510290408e+09, 187352
11, 1.53567443560309100e+09, 187352
11, 1.53567443610329294e+09, 187352
11, 1.53567443660348606e+09, 187352
11, 1.53567443710375905e+09, 187352
11, 1.53567443760400200e+09, 187352
11, 1.53567443810423398e+09, 187352
11, 1.53567443860444593e+09, 187352
11, 1.53567443910467410e+09, 187352
11, 1.53567443960486507e+09, 187352
11, 1.53567444010507393e+09, 187352
11, 1.53567444060526395e+09, 187352
11, 1.53567444110547090e+09, 187352
11, 1.53567444160566711e+09, 187352
11, 1.53567444210589504e+09, 187616
11, 1.53567444260611010e+09, 187616
11, 1.53567444310632491e+09, 187616
11, 1.53567444360651708e+09, 187616
11, 1.53567444410673809e+09, 187616
11, 1.53567444460692406e+09, 187616
11, 1.53567444510712910e+09, 187616
11, 1.53567444560731912e+09, 187616
11, 1.53567444610753107e+09, 187616
11, 1.53567444660777402e+09, 176144
12, 1.53567439557237911e+09, 45096
12, 1.53567439608677697e+09, 45120
12, 1.53567439658698106e+09, 45120
12, 1.53567439708718610e+09, 45120
12, 1.53567439758738303e+09, 45120
12, 1.53567439808758402e+09, 45120
12, 1.53567439858776999e+09, 45120
12, 1.53567439908796906e+09, 45120
12, 1.53567439958815289e+09, 72312
12, 1.53567440008836007e+09, 92828
12, 1.53567440058857012e+09, 125476
12, 1.53567440108876991e+09, 125476
12, 1.53567440158897090e+09, 125476
12, 1.53567440208915401e+09, 125476
12, 1.53567440258934808e+09, 125476
12, 1.53567440308952808e+09, 125476
12, 1.53567440358973193e+09, 143396
12, 1.53567440408994889e+09, 162568
12, 1.53567440459018111e+09, 181440
12, 1.53567440509041691e+09, 182184
12, 1.53567440559064603e+09, 182184
12, 1.53567440609083200e+09, 182184
12, 1.53567440659103298e+09, 182184
12, 1.53567440709122801e+09, 182184
12, 1.53567440759142709e+09, 182184
12, 1.53567440809160709e+09, 182184
12, 1.53567440859179997e+09, 182184
12, 1.53567440909202099e+09, 181868
12, 1.53567440959224510e+09, 186616
12, 1.53567441009245992e+09, 186616
12, 1.53567441059267211e+09, 186616
12, 1.53567441109285402e+09, 186616
12, 1.53567441159305310e+09, 186616
12, 1.53567441209323907e+09, 186616
12, 1.53567441259344411e+09, 186616
12, 1.53567441309362507e+09, 186616
12, 1.53567441359385109e+09, 186616
12, 1.53567441409408498e+09, 186616
12, 1.53567441459431291e+09, 186616
12, 1.53567441509450412e+09, 186616
12, 1.53567441559469509e+09, 186616
12, 1.53567441609487700e+09, 186616
12, 1.53567441659508610e+09, 186616
12, 1.53567441709528303e+09, 186616
12, 1.53567441759548211e+09, 186616
12, 1.53567441809566903e+09, 186616
12, 1.53567441859591007e+09, 186880
12, 1.53567441909612799e+09, 186880
12, 1.53567441959633207e+09, 186880
12, 1.53567442009651399e+09, 186880
12, 1.53567442059670210e+09, 186880
12, 1.53567442109688210e+09, 186880
12, 1.53567442159707808e+09, 186880
12, 1.53567442209726906e+09, 186880
12, 1.53567442259746504e+09, 186880
12, 1.53567442309769297e+09, 186880
12, 1.53567442359793091e+09, 186880
12, 1.53567442409814405e+09, 186880
12, 1.53567442459839392e+09, 186880
12, 1.53567442509857011e+09, 186880
12, 1.53567442559875298e+09, 186880
12, 1.53567442609896111e+09, 186880
12, 1.53567442659916711e+09, 186880
12, 1.53567442709937811e+09, 186880
12, 1.53567442759959698e+09, 187144
12, 1.53567442809981990e+09, 187144
12, 1.53567442860003304e+09, 187144
12, 1.53567442910020995e+09, 187144
12, 1.53567442960040998e+09, 187144
12, 1.53567443010061407e+09, 187144
12, 1.53567443060081506e+09, 187144
12, 1.53567443110099006e+09, 187144
12, 1.53567443160118198e+09, 187144
12, 1.53567443210140800e+09, 187144
12, 1.53567443260165000e+09, 187144
12, 1.53567443310183001e+09, 187144
12, 1.53567443360202289e+09, 187144
12, 1.53567443410223007e+09, 187144
12, 1.53567443460243297e+09, 187144
12, 1.53567443510264111e+09, 187144
12, 1.53567443560282993e+09, 187144
12, 1.53567443610304403e+09, 187144
12, 1.53567443660325289e+09, 187144
12, 1.53567443710348892e+09, 187144
12, 1.53567443760371208e+09, 187144
12, 1.53567443810394406e+09, 187144
12, 1.53567443860413790e+09, 187144
12, 1.53567443910434389e+09, 187144
12, 1.53567443960454988e+09, 187144
12, 1.53567444010475492e+09, 187144
12, 1.53567444060494995e+09, 187144
12, 1.53567444110515594e+09, 187144
12, 1.53567444160536289e+09, 187144
12, 1.53567444210558796e+09, 187408
12, 1.53567444260581303e+09, 187408
12, 1.53567444310602188e+09, 187408
12, 1.53567444360621309e+09, 187408
12, 1.53567444410641694e+09, 187408
12, 1.53567444460662007e+09, 187408
12, 1.53567444510682797e+09, 187408
12, 1.53567444560702991e+09, 187408
12, 1.53567444610724306e+09, 187408
12, 1.53567444660747004e+09, 175980
13, 1.53567439557236195e+09, 45112
13, 1.53567439608674407e+09, 45136
13, 1.53567439658694911e+09, 45136
13, 1.53567439708712792e+09, 45136
13, 1.53567439758733106e+09, 45136
13, 1.53567439808750796e+09, 45136
13, 1.53567439858770895e+09, 45136
13, 1.53567439908788705e+09, 45136
13, 1.53567439958806396e+09, 72308
13, 1.53567440008827996e+09, 93040
13, 1.53567440058851409e+09, 126600
13, 1.53567440108871388e+09, 126600
13, 1.53567440158892107e+09, 126600
13, 1.53567440208910489e+09, 126600
13, 1.53567440258930707e+09, 126600
13, 1.53567440308949208e+09, 126600
13, 1.53567440358970189e+09, 144292
13, 1.53567440408991790e+09, 162480
13, 1.53567440459016204e+09, 181648
13, 1.53567440509039211e+09, 182316
13, 1.53567440559060788e+09, 182316
13, 1.53567440609081602e+09, 182316
13, 1.53567440659102011e+09, 182316
13, 1.53567440709122705e+09, 182316
13, 1.53567440759141707e+09, 182316
13, 1.53567440809162307e+09, 182316
13, 1.53567440859181595e+09, 182316
13, 1.53567440909206104e+09, 181992
13, 1.53567440959228611e+09, 186740
13, 1.53567441009250402e+09, 186740
13, 1.53567441059272003e+09, 186740
13, 1.53567441109290004e+09, 186740
13, 1.53567441159311008e+09, 186740
13, 1.53567441209329295e+09, 186740
13, 1.53567441259349489e+09, 186740
13, 1.53567441309367704e+09, 186740
13, 1.53567441359390092e+09, 186740
13, 1.53567441409413409e+09, 186740
13, 1.53567441459437394e+09, 186740
13, 1.53567441509455800e+09, 186740
13, 1.53567441559476304e+09, 186740
13, 1.53567441609494400e+09, 186740
13, 1.53567441659516311e+09, 186740
13, 1.53567441709534502e+09, 186740
13, 1.53567441759554410e+09, 186740
13, 1.53567441809573388e+09, 186740
13, 1.53567441859601092e+09, 187004
13, 1.53567441909627008e+09, 187004
13, 1.53567441959646511e+09, 187004
13, 1.53567442009667492e+09, 187004
13, 1.53567442059686494e+09, 187004
13, 1.53567442109707189e+09, 187004
13, 1.53567442159725809e+09, 187004
13, 1.53567442209746003e+09, 187004
13, 1.53567442259765697e+09, 187004
13, 1.53567442309788895e+09, 187004
13, 1.53567442359811902e+09, 187004
13, 1.53567442409833288e+09, 187004
13, 1.53567442459852600e+09, 187004
13, 1.53567442509873605e+09, 187004
13, 1.53567442559892797e+09, 187004
13, 1.53567442609913206e+09, 187004
13, 1.53567442659933996e+09, 187004
13, 1.53567442709955311e+09, 187004
13, 1.53567442759978104e+09, 187268
13, 1.53567442810004401e+09, 187268
13, 1.53567442860023403e+09, 187268
13, 1.53567442910044289e+09, 187268
13, 1.53567442960063410e+09, 187268
13, 1.53567443010084295e+09, 187268
13, 1.53567443060103393e+09, 187268
13, 1.53567443110124207e+09, 187268
13, 1.53567443160143590e+09, 187268
13, 1.53567443210166192e+09, 187268
13, 1.53567443260190296e+09, 187268
13, 1.53567443310211706e+09, 187268
13, 1.53567443360230994e+09, 187268
13, 1.53567443410251498e+09, 187268
13, 1.53567443460270190e+09, 187268
13, 1.53567443510290408e+09, 187268
13, 1.53567443560309196e+09, 187268
13, 1.53567443610329390e+09, 187268
13, 1.53567443660348892e+09, 187268
13, 1.53567443710375905e+09, 187268
13, 1.53567443760398889e+09, 187268
13, 1.53567443810422897e+09, 187268
13, 1.53567443860444498e+09, 187268
13, 1.53567443910467196e+09, 187268
13, 1.53567443960487700e+09, 187268
13, 1.53567444010506201e+09, 187268
13, 1.53567444060526299e+09, 187268
13, 1.53567444110544801e+09, 187268
13, 1.53567444160566211e+09, 187268
13, 1.53567444210589004e+09, 187532
13, 1.53567444260610700e+09, 187532
13, 1.53567444310631990e+09, 187532
13, 1.53567444360651207e+09, 187532
13, 1.53567444410673404e+09, 187532
13, 1.53567444460692000e+09, 187532
13, 1.53567444510712504e+09, 187532
13, 1.53567444560731697e+09, 187532
13, 1.53567444610752892e+09, 187532
13, 1.53567444660777497e+09, 176064
14, 1.53567439558690310e+09, 45212
14, 1.53567439608711600e+09, 45236
14, 1.53567439658731389e+09, 45236
14, 1.53567439708749604e+09, 45236
14, 1.53567439758769393e+09, 45236
14, 1.53567439808787298e+09, 45236
14, 1.53567439858807397e+09, 45236
14, 1.53567439908825302e+09, 45236
14, 1.53567439958842897e+09, 72488
14, 1.53567440008863211e+09, 93260
14, 1.53567440058883691e+09, 126764
14, 1.53567440108903694e+09, 126764
14, 1.53567440158924198e+09, 126764
14, 1.53567440208942890e+09, 126764
14, 1.53567440258963704e+09, 126764
14, 1.53567440308981609e+09, 126764
14, 1.53567440358999991e+09, 144496
14, 1.53567440409020996e+09, 162632
14, 1.53567440459045005e+09, 181772
14, 1.53567440509067798e+09, 182460
14, 1.53567440559091091e+09, 182460
14, 1.53567440609109807e+09, 182460
14, 1.53567440659129000e+09, 182460
14, 1.53567440709147096e+09, 182460
14, 1.53567440759167194e+09, 182460
14, 1.53567440809184790e+09, 182460
14, 1.53567440859205508e+09, 182460
