# rank, name, start time, end time, delta
0, "oscillators::initialize", 1.53567439557329512e+09, 1.53567439942091489e+09, 3.84761977195739746e+00
0, "oscillators::analysis::initialize", 1.53567439942091608e+09, 1.53567440046161294e+09, 1.04069685935974121e+00
0, "oscillators::bridge::initialize", 1.53567439942091799e+09, 1.53567440046161008e+09, 1.04069209098815918e+00
0, "ConfigurableAnalysis::Initialize", 1.53567439942141700e+09, 1.53567439942141700e+09, 0.00000000000000000e+00
0, "CatalystAnalysisAdaptor::Initialize", 1.53567439943809390e+09, 1.53567439959763002e+09, 1.59536123275756836e-01
0, "CatalystAnalysisAdaptor::0::Initialize", 1.53567439959763908e+09, 1.53567439959764004e+09, 9.53674316406250000e-07
0, "timestep: 0 time: 0", 1.53567440046163392e+09, 1.53567440510335302e+09, 4.64171910285949707e+00
0, "oscillators::advance", 1.53567440046163511e+09, 1.53567440046284604e+09, 1.21092796325683594e-03
0, "oscillators::move_particles", 1.53567440046284699e+09, 1.53567440046285391e+09, 6.91413879394531250e-06
0, "oscillators::master.exchange", 1.53567440046285391e+09, 1.53567440344439697e+09, 2.98154306411743164e+00
0, "oscillators::handle_incoming_particles", 1.53567440344439793e+09, 1.53567440344440198e+09, 4.05311584472656250e-06
0, "oscillators::analysis", 1.53567440344440293e+09, 1.53567440510334110e+09, 1.65893816947937012e+00
0, "oscillators::bridge::analyze", 1.53567440344447708e+09, 1.53567440510333490e+09, 1.65885782241821289e+00
0, "ConfigurableAnalysis::Execute", 1.53567440344447803e+09, 1.53567440344447803e+09, 0.00000000000000000e+00
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567440344447899e+09, 1.53567440510333395e+09, 1.65885496139526367e+00
0, "CatalystAnalysisAdaptor::Execute", 1.53567440344448209e+09, 1.53567440510333300e+09, 1.65885090827941895e+00
0, "oscillators::bridge::release-data", 1.53567440510333610e+09, 1.53567440510333991e+09, 3.81469726562500000e-06
0, "timestep: 1 time: 1", 1.53567440510335803e+09, 1.53567440941057110e+09, 4.30721306800842285e+00
0, "oscillators::advance", 1.53567440510335898e+09, 1.53567440510402894e+09, 6.69956207275390625e-04
0, "oscillators::move_particles", 1.53567440510402894e+09, 1.53567440510402989e+09, 9.53674316406250000e-07
0, "oscillators::master.exchange", 1.53567440510403109e+09, 1.53567440848238707e+09, 3.37835597991943359e+00
0, "oscillators::handle_incoming_particles", 1.53567440848238802e+09, 1.53567440848239207e+09, 4.05311584472656250e-06
0, "oscillators::analysis", 1.53567440848239207e+09, 1.53567440941055989e+09, 9.28167819976806641e-01
0, "oscillators::bridge::analyze", 1.53567440848239708e+09, 1.53567440941055489e+09, 9.28157806396484375e-01
0, "ConfigurableAnalysis::Execute", 1.53567440848239803e+09, 1.53567440848239803e+09, 0.00000000000000000e+00
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567440848239994e+09, 1.53567440941055393e+09, 9.28153991699218750e-01
0, "CatalystAnalysisAdaptor::Execute", 1.53567440848239994e+09, 1.53567440941055298e+09, 9.28153038024902344e-01
0, "oscillators::bridge::release-data", 1.53567440941055608e+09, 1.53567440941055894e+09, 2.86102294921875000e-06
0, "timestep: 2 time: 2", 1.53567440941057491e+09, 1.53567441397121096e+09, 4.56063604354858398e+00
0, "oscillators::advance", 1.53567440941057491e+09, 1.53567440941125488e+09, 6.79969787597656250e-04
0, "oscillators::move_particles", 1.53567440941125607e+09, 1.53567440941125703e+09, 9.53674316406250000e-07
0, "oscillators::master.exchange", 1.53567440941125703e+09, 1.53567441317719102e+09, 3.76593399047851562e+00
0, "oscillators::handle_incoming_particles", 1.53567441317719197e+09, 1.53567441317719603e+09, 4.05311584472656250e-06
0, "oscillators::analysis", 1.53567441317719603e+09, 1.53567441397119999e+09, 7.94003963470458984e-01
0, "oscillators::bridge::analyze", 1.53567441317720103e+09, 1.53567441397119498e+09, 7.93993949890136719e-01
0, "ConfigurableAnalysis::Execute", 1.53567441317720199e+09, 1.53567441317720294e+09, 9.53674316406250000e-07
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567441317720389e+09, 1.53567441397119403e+09, 7.93990135192871094e-01
0, "CatalystAnalysisAdaptor::Execute", 1.53567441317720509e+09, 1.53567441397119308e+09, 7.93987989425659180e-01
0, "oscillators::bridge::release-data", 1.53567441397119594e+09, 1.53567441397119904e+09, 3.09944152832031250e-06
0, "timestep: 3 time: 3", 1.53567441397121596e+09, 1.53567441855568695e+09, 4.58447098731994629e+00
0, "oscillators::advance", 1.53567441397121596e+09, 1.53567441397188497e+09, 6.69002532958984375e-04
0, "oscillators::move_particles", 1.53567441397188497e+09, 1.53567441397188592e+09, 9.53674316406250000e-07
0, "oscillators::master.exchange", 1.53567441397188592e+09, 1.53567441777708793e+09, 3.80520200729370117e+00
0, "oscillators::handle_incoming_particles", 1.53567441777708912e+09, 1.53567441777709198e+09, 2.86102294921875000e-06
0, "oscillators::analysis", 1.53567441777709293e+09, 1.53567441855567503e+09, 7.78582096099853516e-01
0, "oscillators::bridge::analyze", 1.53567441777709699e+09, 1.53567441855567002e+09, 7.78573036193847656e-01
0, "ConfigurableAnalysis::Execute", 1.53567441777709794e+09, 1.53567441777709794e+09, 0.00000000000000000e+00
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567441777710009e+09, 1.53567441855566907e+09, 7.78568983078002930e-01
0, "CatalystAnalysisAdaptor::Execute", 1.53567441777710009e+09, 1.53567441855566812e+09, 7.78568029403686523e-01
0, "oscillators::bridge::release-data", 1.53567441855567193e+09, 1.53567441855567503e+09, 3.09944152832031250e-06
0, "timestep: 4 time: 4", 1.53567441855569196e+09, 1.53567442306908202e+09, 4.51339006423950195e+00
0, "oscillators::advance", 1.53567441855569196e+09, 1.53567441855635905e+09, 6.67095184326171875e-04
0, "oscillators::move_particles", 1.53567441855635905e+09, 1.53567441855636001e+09, 9.53674316406250000e-07
0, "oscillators::master.exchange", 1.53567441855636096e+09, 1.53567442229058003e+09, 3.73421907424926758e+00
0, "oscillators::handle_incoming_particles", 1.53567442229058099e+09, 1.53567442229058504e+09, 4.05311584472656250e-06
0, "oscillators::analysis", 1.53567442229058504e+09, 1.53567442306907010e+09, 7.78485059738159180e-01
0, "oscillators::bridge::analyze", 1.53567442229059005e+09, 1.53567442306906390e+09, 7.78473854064941406e-01
0, "ConfigurableAnalysis::Execute", 1.53567442229059005e+09, 1.53567442229059100e+09, 9.53674316406250000e-07
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567442229059196e+09, 1.53567442306906295e+09, 7.78470993041992188e-01
0, "CatalystAnalysisAdaptor::Execute", 1.53567442229059291e+09, 1.53567442306906199e+09, 7.78469085693359375e-01
0, "oscillators::bridge::release-data", 1.53567442306906605e+09, 1.53567442306906891e+09, 2.86102294921875000e-06
0, "timestep: 5 time: 5", 1.53567442306908607e+09, 1.53567442765748692e+09, 4.58840084075927734e+00
0, "oscillators::advance", 1.53567442306908703e+09, 1.53567442306975603e+09, 6.69002532958984375e-04
0, "oscillators::move_particles", 1.53567442306975603e+09, 1.53567442306975698e+09, 9.53674316406250000e-07
0, "oscillators::master.exchange", 1.53567442306975698e+09, 1.53567442687965989e+09, 3.80990290641784668e+00
0, "oscillators::handle_incoming_particles", 1.53567442687966204e+09, 1.53567442687966704e+09, 5.00679016113281250e-06
0, "oscillators::analysis", 1.53567442687966800e+09, 1.53567442765747595e+09, 7.77807950973510742e-01
0, "oscillators::bridge::analyze", 1.53567442687967491e+09, 1.53567442765747094e+09, 7.77796030044555664e-01
0, "ConfigurableAnalysis::Execute", 1.53567442687967491e+09, 1.53567442687967610e+09, 1.19209289550781250e-06
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567442687967706e+09, 1.53567442765746903e+09, 7.77791976928710938e-01
0, "CatalystAnalysisAdaptor::Execute", 1.53567442687967801e+09, 1.53567442765746808e+09, 7.77790069580078125e-01
0, "oscillators::bridge::release-data", 1.53567442765747190e+09, 1.53567442765747499e+09, 3.09944152832031250e-06
0, "timestep: 6 time: 6", 1.53567442765749192e+09, 1.53567443217674589e+09, 4.51925396919250488e+00
0, "oscillators::advance", 1.53567442765749192e+09, 1.53567442765815902e+09, 6.67095184326171875e-04
0, "oscillators::move_particles", 1.53567442765815902e+09, 1.53567442765815997e+09, 9.53674316406250000e-07
0, "oscillators::master.exchange", 1.53567442765816092e+09, 1.53567443140614390e+09, 3.74798297882080078e+00
0, "oscillators::handle_incoming_particles", 1.53567443140614510e+09, 1.53567443140614891e+09, 3.81469726562500000e-06
0, "oscillators::analysis", 1.53567443140615010e+09, 1.53567443217673397e+09, 7.70583868026733398e-01
0, "oscillators::bridge::analyze", 1.53567443140615392e+09, 1.53567443217672896e+09, 7.70575046539306641e-01
0, "ConfigurableAnalysis::Execute", 1.53567443140615511e+09, 1.53567443140615511e+09, 0.00000000000000000e+00
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567443140615606e+09, 1.53567443217672801e+09, 7.70571947097778320e-01
0, "CatalystAnalysisAdaptor::Execute", 1.53567443140615702e+09, 1.53567443217672706e+09, 7.70570039749145508e-01
0, "oscillators::bridge::release-data", 1.53567443217673111e+09, 1.53567443217673397e+09, 2.86102294921875000e-06
0, "timestep: 7 time: 7", 1.53567443217675090e+09, 1.53567443780304909e+09, 5.62629818916320801e+00
0, "oscillators::advance", 1.53567443217675090e+09, 1.53567443217741895e+09, 6.68048858642578125e-04
0, "oscillators::move_particles", 1.53567443217741895e+09, 1.53567443217741990e+09, 9.53674316406250000e-07
0, "oscillators::master.exchange", 1.53567443217741990e+09, 1.53567443651228499e+09, 4.33486509323120117e+00
0, "oscillators::handle_incoming_particles", 1.53567443651228595e+09, 1.53567443651229000e+09, 4.05311584472656250e-06
0, "oscillators::analysis", 1.53567443651229000e+09, 1.53567443780303597e+09, 1.29074597358703613e+00
0, "oscillators::bridge::analyze", 1.53567443651229501e+09, 1.53567443780303001e+09, 1.29073500633239746e+00
0, "ConfigurableAnalysis::Execute", 1.53567443651229596e+09, 1.53567443651229596e+09, 0.00000000000000000e+00
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567443651229692e+09, 1.53567443780302906e+09, 1.29073214530944824e+00
0, "CatalystAnalysisAdaptor::Execute", 1.53567443651229811e+09, 1.53567443780302811e+09, 1.29072999954223633e+00
0, "oscillators::bridge::release-data", 1.53567443780303192e+09, 1.53567443780303502e+09, 3.09944152832031250e-06
0, "timestep: 8 time: 8", 1.53567443780305409e+09, 1.53567444310436201e+09, 5.30130791664123535e+00
0, "oscillators::advance", 1.53567443780305409e+09, 1.53567443780372095e+09, 6.66856765747070312e-04
0, "oscillators::move_particles", 1.53567443780372190e+09, 1.53567443780372310e+09, 1.19209289550781250e-06
0, "oscillators::master.exchange", 1.53567443780372310e+09, 1.53567444119824004e+09, 3.39451694488525391e+00
0, "oscillators::handle_incoming_particles", 1.53567444119824100e+09, 1.53567444119824505e+09, 4.05311584472656250e-06
0, "oscillators::analysis", 1.53567444119824505e+09, 1.53567444310434890e+09, 1.90610384941101074e+00
0, "oscillators::bridge::analyze", 1.53567444119825006e+09, 1.53567444310434389e+09, 1.90609383583068848e+00
0, "ConfigurableAnalysis::Execute", 1.53567444119825101e+09, 1.53567444119825101e+09, 0.00000000000000000e+00
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567444119825196e+09, 1.53567444310434198e+09, 1.90609002113342285e+00
0, "CatalystAnalysisAdaptor::Execute", 1.53567444119825292e+09, 1.53567444310434198e+09, 1.90608906745910645e+00
0, "oscillators::bridge::release-data", 1.53567444310434508e+09, 1.53567444310434794e+09, 2.86102294921875000e-06
0, "timestep: 9 time: 9", 1.53567444310436702e+09, 1.53567444646715689e+09, 3.36278986930847168e+00
0, "oscillators::advance", 1.53567444310436702e+09, 1.53567444310505295e+09, 6.85930252075195312e-04
0, "oscillators::move_particles", 1.53567444310505295e+09, 1.53567444310505390e+09, 9.53674316406250000e-07
0, "oscillators::master.exchange", 1.53567444310505509e+09, 1.53567444567219090e+09, 2.56713581085205078e+00
0, "oscillators::handle_incoming_particles", 1.53567444567219210e+09, 1.53567444567219591e+09, 3.81469726562500000e-06
0, "oscillators::analysis", 1.53567444567219591e+09, 1.53567444646714497e+09, 7.94949054718017578e-01
0, "oscillators::bridge::analyze", 1.53567444567220092e+09, 1.53567444646713996e+09, 7.94939041137695312e-01
0, "ConfigurableAnalysis::Execute", 1.53567444567220211e+09, 1.53567444567220211e+09, 0.00000000000000000e+00
0, "CatalystAnalysisAdaptor::0::Execute", 1.53567444567220402e+09, 1.53567444646713901e+09, 7.94934988021850586e-01
0, "CatalystAnalysisAdaptor::Execute", 1.53567444567220402e+09, 1.53567444646713805e+09, 7.94934034347534180e-01
0, "oscillators::bridge::release-data", 1.53567444646714091e+09, 1.53567444646714401e+09, 3.09944152832031250e-06
0, "oscillators::finalize", 1.53567444646716499e+09, 1.53567444661794901e+09, 1.50784015655517578e-01
0, "oscillators::bridge::finalize", 1.53567444646716499e+09, 1.53567444661794710e+09, 1.50782108306884766e-01
0, "ConfigurableAnalysis::Finalize", 1.53567444646716595e+09, 1.53567444646716595e+09, 0.00000000000000000e+00
0, "CatalystAnalysisAdaptor::0::Finalize", 1.53567444646716809e+09, 1.53567444661790204e+09, 1.50733947753906250e-01
0, "CatalystAnalysisAdaptor::Finalize", 1.53567444646716905e+09, 1.53567444661790109e+09, 1.50732040405273438e-01
1, "oscillators::initialize", 1.53567439557236195e+09, 1.53567439942092896e+09, 3.84856700897216797e+00
1, "oscillators::analysis::initialize", 1.53567439942092991e+09, 1.53567440045369005e+09, 1.03276014328002930e+00
1, "oscillators::bridge::initialize", 1.53567439942093205e+09, 1.53567440045368791e+09, 1.03275585174560547e+00
1, "ConfigurableAnalysis::Initialize", 1.53567439942143011e+09, 1.53567439942143011e+09, 0.00000000000000000e+00
1, "CatalystAnalysisAdaptor::Initialize", 1.53567439943809009e+09, 1.53567439959778690e+09, 1.59696817398071289e-01
1, "CatalystAnalysisAdaptor::0::Initialize", 1.53567439959779596e+09, 1.53567439959779596e+09, 0.00000000000000000e+00
1, "timestep: 0 time: 0", 1.53567440045370793e+09, 1.53567440461602592e+09, 4.16231799125671387e+00
1, "oscillators::advance", 1.53567440045370793e+09, 1.53567440045483398e+09, 1.12605094909667969e-03
1, "oscillators::move_particles", 1.53567440045483398e+09, 1.53567440045484090e+09, 6.91413879394531250e-06
1, "oscillators::master.exchange", 1.53567440045484090e+09, 1.53567440344439793e+09, 2.98955702781677246e+00
1, "oscillators::handle_incoming_particles", 1.53567440344440007e+09, 1.53567440344440389e+09, 3.81469726562500000e-06
1, "oscillators::analysis", 1.53567440344440389e+09, 1.53567440461600900e+09, 1.17160511016845703e+00
1, "oscillators::bridge::analyze", 1.53567440344448209e+09, 1.53567440461600304e+09, 1.17152094841003418e+00
1, "ConfigurableAnalysis::Execute", 1.53567440344448209e+09, 1.53567440344448304e+09, 9.53674316406250000e-07
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567440344448400e+09, 1.53567440461600208e+09, 1.17151808738708496e+00
1, "CatalystAnalysisAdaptor::Execute", 1.53567440344448590e+09, 1.53567440461600089e+09, 1.17151498794555664e+00
1, "oscillators::bridge::release-data", 1.53567440461600494e+09, 1.53567440461600900e+09, 4.05311584472656250e-06
1, "timestep: 1 time: 1", 1.53567440461603093e+09, 1.53567440924845505e+09, 4.63242411613464355e+00
1, "oscillators::advance", 1.53567440461603093e+09, 1.53567440461669993e+09, 6.69002532958984375e-04
1, "oscillators::move_particles", 1.53567440461670089e+09, 1.53567440461670089e+09, 0.00000000000000000e+00
1, "oscillators::master.exchange", 1.53567440461670208e+09, 1.53567440848238802e+09, 3.86568593978881836e+00
1, "oscillators::handle_incoming_particles", 1.53567440848238897e+09, 1.53567440848239303e+09, 4.05311584472656250e-06
1, "oscillators::analysis", 1.53567440848239398e+09, 1.53567440924843788e+09, 7.66043901443481445e-01
1, "oscillators::bridge::analyze", 1.53567440848239899e+09, 1.53567440924843192e+09, 7.66032934188842773e-01
1, "ConfigurableAnalysis::Execute", 1.53567440848239994e+09, 1.53567440848239994e+09, 0.00000000000000000e+00
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567440848240089e+09, 1.53567440924843097e+09, 7.66030073165893555e-01
1, "CatalystAnalysisAdaptor::Execute", 1.53567440848240209e+09, 1.53567440924843001e+09, 7.66027927398681641e-01
1, "oscillators::bridge::release-data", 1.53567440924843407e+09, 1.53567440924843693e+09, 2.86102294921875000e-06
1, "timestep: 2 time: 2", 1.53567440924846005e+09, 1.53567441381313109e+09, 4.56467103958129883e+00
1, "oscillators::advance", 1.53567440924846005e+09, 1.53567440924914503e+09, 6.84976577758789062e-04
1, "oscillators::move_particles", 1.53567440924914503e+09, 1.53567440924914694e+09, 1.90734863281250000e-06
1, "oscillators::master.exchange", 1.53567440924914694e+09, 1.53567441317719197e+09, 3.92804503440856934e+00
1, "oscillators::handle_incoming_particles", 1.53567441317719293e+09, 1.53567441317719698e+09, 4.05311584472656250e-06
1, "oscillators::analysis", 1.53567441317719793e+09, 1.53567441381311488e+09, 6.35916948318481445e-01
1, "oscillators::bridge::analyze", 1.53567441317720294e+09, 1.53567441381310797e+09, 6.35905027389526367e-01
1, "ConfigurableAnalysis::Execute", 1.53567441317720389e+09, 1.53567441317720389e+09, 0.00000000000000000e+00
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567441317720509e+09, 1.53567441381310701e+09, 6.35901927947998047e-01
1, "CatalystAnalysisAdaptor::Execute", 1.53567441317720604e+09, 1.53567441381310606e+09, 6.35900020599365234e-01
1, "oscillators::bridge::release-data", 1.53567441381311011e+09, 1.53567441381311393e+09, 3.81469726562500000e-06
1, "timestep: 3 time: 3", 1.53567441381313705e+09, 1.53567441839625406e+09, 4.58311700820922852e+00
1, "oscillators::advance", 1.53567441381313705e+09, 1.53567441381387496e+09, 7.37905502319335938e-04
1, "oscillators::move_particles", 1.53567441381387496e+09, 1.53567441381387591e+09, 9.53674316406250000e-07
1, "oscillators::master.exchange", 1.53567441381387591e+09, 1.53567441777708793e+09, 3.96321201324462891e+00
1, "oscillators::handle_incoming_particles", 1.53567441777709007e+09, 1.53567441777709389e+09, 3.81469726562500000e-06
1, "oscillators::analysis", 1.53567441777709389e+09, 1.53567441839623809e+09, 6.19144201278686523e-01
1, "oscillators::bridge::analyze", 1.53567441777709889e+09, 1.53567441839623094e+09, 6.19132041931152344e-01
1, "ConfigurableAnalysis::Execute", 1.53567441777709889e+09, 1.53567441777710009e+09, 1.19209289550781250e-06
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567441777710104e+09, 1.53567441839622998e+09, 6.19128942489624023e-01
1, "CatalystAnalysisAdaptor::Execute", 1.53567441777710104e+09, 1.53567441839622903e+09, 6.19127988815307617e-01
1, "oscillators::bridge::release-data", 1.53567441839623308e+09, 1.53567441839623690e+09, 3.81469726562500000e-06
1, "timestep: 4 time: 4", 1.53567441839626002e+09, 1.53567442290821195e+09, 4.51195192337036133e+00
1, "oscillators::advance", 1.53567441839626002e+09, 1.53567441839697409e+09, 7.14063644409179688e-04
1, "oscillators::move_particles", 1.53567441839697409e+09, 1.53567441839697504e+09, 9.53674316406250000e-07
1, "oscillators::master.exchange", 1.53567441839697599e+09, 1.53567442229058099e+09, 3.89360499382019043e+00
1, "oscillators::handle_incoming_particles", 1.53567442229058194e+09, 1.53567442229058599e+09, 4.05311584472656250e-06
1, "oscillators::analysis", 1.53567442229058599e+09, 1.53567442290819502e+09, 6.17609024047851562e-01
1, "oscillators::bridge::analyze", 1.53567442229059196e+09, 1.53567442290818810e+09, 6.17596149444580078e-01
1, "ConfigurableAnalysis::Execute", 1.53567442229059196e+09, 1.53567442229059196e+09, 0.00000000000000000e+00
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567442229059291e+09, 1.53567442290818691e+09, 6.17594003677368164e-01
1, "CatalystAnalysisAdaptor::Execute", 1.53567442229059410e+09, 1.53567442290818596e+09, 6.17591857910156250e-01
1, "oscillators::bridge::release-data", 1.53567442290819001e+09, 1.53567442290819407e+09, 4.05311584472656250e-06
1, "timestep: 5 time: 5", 1.53567442290821695e+09, 1.53567442748234200e+09, 4.57412505149841309e+00
1, "oscillators::advance", 1.53567442290821791e+09, 1.53567442290894890e+09, 7.30991363525390625e-04
1, "oscillators::move_particles", 1.53567442290895009e+09, 1.53567442290895104e+09, 9.53674316406250000e-07
1, "oscillators::master.exchange", 1.53567442290895104e+09, 1.53567442687966108e+09, 3.97071003913879395e+00
1, "oscillators::handle_incoming_particles", 1.53567442687966204e+09, 1.53567442687966609e+09, 4.05311584472656250e-06
1, "oscillators::analysis", 1.53567442687966704e+09, 1.53567442748232603e+09, 6.02658987045288086e-01
1, "oscillators::bridge::analyze", 1.53567442687967205e+09, 1.53567442748231912e+09, 6.02647066116333008e-01
1, "ConfigurableAnalysis::Execute", 1.53567442687967205e+09, 1.53567442687967205e+09, 0.00000000000000000e+00
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567442687967300e+09, 1.53567442748231792e+09, 6.02644920349121094e-01
1, "CatalystAnalysisAdaptor::Execute", 1.53567442687967396e+09, 1.53567442748231697e+09, 6.02643013000488281e-01
1, "oscillators::bridge::release-data", 1.53567442748232102e+09, 1.53567442748232508e+09, 4.05311584472656250e-06
1, "timestep: 6 time: 6", 1.53567442748234701e+09, 1.53567443201717806e+09, 4.53483104705810547e+00
1, "oscillators::advance", 1.53567442748234797e+09, 1.53567442748308611e+09, 7.38143920898437500e-04
1, "oscillators::move_particles", 1.53567442748308706e+09, 1.53567442748308802e+09, 9.53674316406250000e-07
1, "oscillators::master.exchange", 1.53567442748308802e+09, 1.53567443140614510e+09, 3.92305707931518555e+00
1, "oscillators::handle_incoming_particles", 1.53567443140614605e+09, 1.53567443140615010e+09, 4.05311584472656250e-06
1, "oscillators::analysis", 1.53567443140615106e+09, 1.53567443201716089e+09, 6.11009836196899414e-01
1, "oscillators::bridge::analyze", 1.53567443140615606e+09, 1.53567443201715398e+09, 6.10997915267944336e-01
1, "ConfigurableAnalysis::Execute", 1.53567443140615606e+09, 1.53567443140615702e+09, 9.53674316406250000e-07
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567443140615797e+09, 1.53567443201715302e+09, 6.10995054244995117e-01
1, "CatalystAnalysisAdaptor::Execute", 1.53567443140615797e+09, 1.53567443201715207e+09, 6.10994100570678711e-01
1, "oscillators::bridge::release-data", 1.53567443201715589e+09, 1.53567443201715994e+09, 4.05311584472656250e-06
1, "timestep: 7 time: 7", 1.53567443201718307e+09, 1.53567443712063098e+09, 5.10344791412353516e+00
1, "oscillators::advance", 1.53567443201718307e+09, 1.53567443201793194e+09, 7.48872756958007812e-04
1, "oscillators::move_particles", 1.53567443201793289e+09, 1.53567443201793408e+09, 1.19209289550781250e-06
1, "oscillators::master.exchange", 1.53567443201793408e+09, 1.53567443651228595e+09, 4.49435186386108398e+00
1, "oscillators::handle_incoming_particles", 1.53567443651228809e+09, 1.53567443651229191e+09, 3.81469726562500000e-06
1, "oscillators::analysis", 1.53567443651229191e+09, 1.53567443712060905e+09, 6.08317136764526367e-01
1, "oscillators::bridge::analyze", 1.53567443651229811e+09, 1.53567443712060308e+09, 6.08304977416992188e-01
1, "ConfigurableAnalysis::Execute", 1.53567443651229811e+09, 1.53567443651229906e+09, 9.53674316406250000e-07
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567443651230001e+09, 1.53567443712060094e+09, 6.08300924301147461e-01
1, "CatalystAnalysisAdaptor::Execute", 1.53567443651230001e+09, 1.53567443712059999e+09, 6.08299970626831055e-01
1, "oscillators::bridge::release-data", 1.53567443712060499e+09, 1.53567443712060809e+09, 3.09944152832031250e-06
1, "timestep: 8 time: 8", 1.53567443712063694e+09, 1.53567444181535196e+09, 4.69471502304077148e+00
1, "oscillators::advance", 1.53567443712063694e+09, 1.53567443712138796e+09, 7.51018524169921875e-04
1, "oscillators::move_particles", 1.53567443712138796e+09, 1.53567443712138891e+09, 9.53674316406250000e-07
1, "oscillators::master.exchange", 1.53567443712138891e+09, 1.53567444119824100e+09, 4.07685208320617676e+00
1, "oscillators::handle_incoming_particles", 1.53567444119824195e+09, 1.53567444119824696e+09, 5.00679016113281250e-06
1, "oscillators::analysis", 1.53567444119824696e+09, 1.53567444181533408e+09, 6.17087125778198242e-01
1, "oscillators::bridge::analyze", 1.53567444119825292e+09, 1.53567444181532693e+09, 6.17074012756347656e-01
1, "ConfigurableAnalysis::Execute", 1.53567444119825292e+09, 1.53567444119825411e+09, 1.19209289550781250e-06
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567444119825506e+09, 1.53567444181532598e+09, 6.17070913314819336e-01
1, "CatalystAnalysisAdaptor::Execute", 1.53567444119825506e+09, 1.53567444181532502e+09, 6.17069959640502930e-01
1, "oscillators::bridge::release-data", 1.53567444181532907e+09, 1.53567444181533289e+09, 3.81469726562500000e-06
1, "timestep: 9 time: 9", 1.53567444181535792e+09, 1.53567444630499291e+09, 4.48963499069213867e+00
1, "oscillators::advance", 1.53567444181535792e+09, 1.53567444181606388e+09, 7.05957412719726562e-04
1, "oscillators::move_particles", 1.53567444181606507e+09, 1.53567444181606603e+09, 9.53674316406250000e-07
1, "oscillators::master.exchange", 1.53567444181606603e+09, 1.53567444567219210e+09, 3.85612607002258301e+00
1, "oscillators::handle_incoming_particles", 1.53567444567219305e+09, 1.53567444567219710e+09, 4.05311584472656250e-06
1, "oscillators::analysis", 1.53567444567219806e+09, 1.53567444630497694e+09, 6.32778882980346680e-01
1, "oscillators::bridge::analyze", 1.53567444567220306e+09, 1.53567444630497003e+09, 6.32766962051391602e-01
1, "ConfigurableAnalysis::Execute", 1.53567444567220402e+09, 1.53567444567220402e+09, 0.00000000000000000e+00
1, "CatalystAnalysisAdaptor::0::Execute", 1.53567444567220497e+09, 1.53567444630496907e+09, 6.32764101028442383e-01
1, "CatalystAnalysisAdaptor::Execute", 1.53567444567220592e+09, 1.53567444630496812e+09, 6.32762193679809570e-01
1, "oscillators::bridge::release-data", 1.53567444630497193e+09, 1.53567444630497503e+09, 3.09944152832031250e-06
1, "oscillators::finalize", 1.53567444646716690e+09, 1.53567444661669707e+09, 1.49530172348022461e-01
1, "oscillators::bridge::finalize", 1.53567444646716809e+09, 1.53567444661669588e+09, 1.49527788162231445e-01
1, "ConfigurableAnalysis::Finalize", 1.53567444646716809e+09, 1.53567444646716809e+09, 0.00000000000000000e+00
1, "CatalystAnalysisAdaptor::0::Finalize", 1.53567444646716905e+09, 1.53567444661664796e+09, 1.49478912353515625e-01
1, "CatalystAnalysisAdaptor::Finalize", 1.53567444646717000e+09, 1.53567444661664701e+09, 1.49477005004882812e-01
2, "oscillators::initialize", 1.53567439557238698e+09, 1.53567439942097497e+09, 3.84858798980712891e+00
2, "oscillators::analysis::initialize", 1.53567439942097592e+09, 1.53567440045254993e+09, 1.03157401084899902e+00
2, "oscillators::bridge::initialize", 1.53567439942097807e+09, 1.53567440045254803e+09, 1.03156995773315430e+00
2, "ConfigurableAnalysis::Initialize", 1.53567439942146301e+09, 1.53567439942146397e+09, 9.53674316406250000e-07
2, "CatalystAnalysisAdaptor::Initialize", 1.53567439943809009e+09, 1.53567439959764004e+09, 1.59549951553344727e-01
2, "CatalystAnalysisAdaptor::0::Initialize", 1.53567439959764791e+09, 1.53567439959764910e+09, 1.19209289550781250e-06
2, "timestep: 0 time: 0", 1.53567440045256805e+09, 1.53567440461524892e+09, 4.16268086433410645e+00
2, "oscillators::advance", 1.53567440045256901e+09, 1.53567440045370197e+09, 1.13296508789062500e-03
2, "oscillators::move_particles", 1.53567440045370197e+09, 1.53567440045370793e+09, 5.96046447753906250e-06
